Age,Attrition,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,JobLevel,JobRole,JobSatisfaction,MaritalStatus,EmployeeSalary,EmployeeRevenue,PercentSalaryHike,PerformanceRating,StandardHours,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,Age<=25,Age>=55,ROI
31,No,Sales,5,Postgraduate,Marketing,399,Very Satisfied,Female,Entry-Level,Sales Representative,Neutral,Divorced,2789,3909,11,3,40,5,2,2,False,False,390800.0
26,Yes,Sales,4,Professional Certification,Marketing,401,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,5828,8450,12,3,40,0,3,8,False,False,844900.0
37,No,Research & Development,9,Postgraduate,Medical,403,Neutral,Male,Entry-Level,Research Scientist,Very Satisfied,Married,2326,11411,12,3,40,3,2,4,False,False,1141000.0
42,No,Sales,26,Postgraduate,Marketing,404,Satisfied,Female,Senior,Sales Executive,Neutral,Married,13525,14864,14,3,40,2,4,20,False,False,1486300.0
18,Yes,Research & Development,3,Postgraduate,Life Sciences,405,Satisfied,Male,Entry-Level,Laboratory Technician,Satisfied,Single,1420,25233,13,3,40,2,3,0,True,False,2523200.0
35,No,Sales,16,Postgraduate,Marketing,406,Satisfied,Male,Mid-level,Sales Executive,Neutral,Married,8020,5100,15,3,40,3,2,11,False,False,509900.0
36,No,Research & Development,18,Professional Certification,Life Sciences,407,Satisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Married,3688,7122,18,3,40,2,3,1,False,False,712100.0
51,No,Research & Development,2,Postgraduate,Medical,408,Very Satisfied,Male,Junior,Manufacturing Director,Neutral,Divorced,5482,16321,18,3,40,3,3,4,False,False,1632000.0
41,No,Sales,2,Professional Certification,Life Sciences,410,Very Satisfied,Male,Senior,Manager,Neutral,Single,16015,15896,19,3,40,2,3,22,False,False,1589500.0
18,No,Sales,10,Postgraduate,Medical,411,Very Satisfied,Female,Entry-Level,Sales Representative,Satisfied,Single,1200,9724,12,3,40,2,3,0,True,False,972300.0
28,No,Research & Development,16,Undergraduate,Medical,412,Neutral,Male,Junior,Healthcare Representative,Dissatisfied,Single,5661,4824,19,3,40,2,3,8,False,False,482300.0
31,No,Sales,7,Postgraduate,Technical Degree,416,Neutral,Male,Junior,Sales Executive,Very Satisfied,Married,6929,12241,11,3,40,3,2,8,False,False,1224000.0
39,No,Research & Development,1,Postgraduate,Medical,417,Satisfied,Male,Mid-level,Healthcare Representative,Very Satisfied,Divorced,9613,10942,17,3,40,5,2,18,False,False,1094100.0
36,No,Research & Development,24,Professional Certification,Life Sciences,419,Neutral,Female,Junior,Laboratory Technician,Neutral,Married,5674,6927,15,3,40,3,3,9,False,False,692600.0
32,No,Sales,7,Postgraduate,Life Sciences,420,Very Satisfied,Male,Junior,Sales Executive,Satisfied,Married,5484,16985,14,3,40,3,2,13,False,False,1698400.0
38,No,Research & Development,25,Undergraduate,Life Sciences,421,Dissatisfied,Female,Mid-level,Research Director,Neutral,Married,12061,26707,17,3,40,2,3,10,False,False,2670600.0
58,No,Research & Development,1,Professional Certification,Life Sciences,422,Very Satisfied,Male,Junior,Healthcare Representative,Satisfied,Divorced,5660,17056,13,3,40,2,3,5,False,True,1705500.0
31,No,Research & Development,5,Professional Certification,Technical Degree,423,Satisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Married,4821,10077,12,3,40,4,3,5,False,False,1007600.0
31,No,Human Resources,2,Postgraduate,Human Resources,424,Dissatisfied,Male,Junior,Human Resources,Dissatisfied,Married,6410,17822,12,3,40,1,3,2,False,False,1782100.0
45,No,Research & Development,7,Postgraduate,Life Sciences,425,Dissatisfied,Male,Mid-level,Laboratory Technician,Dissatisfied,Divorced,5210,20308,18,3,40,2,3,24,False,False,2030700.0
31,No,Research & Development,2,Professional Certification,Life Sciences,426,Satisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Divorced,2695,7747,18,3,40,2,1,2,False,False,774600.0
33,No,Research & Development,5,Professional Certification,Life Sciences,428,Very Satisfied,Female,Mid-level,Manager,Neutral,Married,11878,23364,11,3,40,2,3,10,False,False,2336300.0
39,No,Research & Development,10,High School,Medical,429,Satisfied,Male,Senior,Manager,Dissatisfied,Married,17068,5355,14,3,40,3,3,21,False,False,535400.0
43,No,Research & Development,10,Professional Certification,Life Sciences,430,Satisfied,Female,Entry-Level,Laboratory Technician,Very Satisfied,Single,2455,10675,19,3,40,5,3,8,False,False,1067400.0
49,No,Research & Development,1,Undergraduate,Technical Degree,431,Satisfied,Female,Senior,Healthcare Representative,Satisfied,Single,13964,17810,12,3,40,2,3,7,False,False,1780900.0
52,Yes,Research & Development,8,Professional Certification,Medical,433,Satisfied,Male,Junior,Research Scientist,Neutral,Married,4941,17747,15,3,40,3,2,8,False,False,1774600.0
27,No,Research & Development,5,Postgraduate,Life Sciences,434,Satisfied,Female,Entry-Level,Research Scientist,Neutral,Single,2478,20938,12,3,40,2,2,4,False,False,2093700.0
32,No,Sales,8,Undergraduate,Technical Degree,436,Satisfied,Female,Junior,Sales Executive,Neutral,Married,5228,24624,11,3,40,2,3,13,False,False,2462300.0
27,No,Sales,2,Postgraduate,Life Sciences,437,Very Satisfied,Male,Junior,Sales Executive,Satisfied,Single,4478,5242,11,3,40,3,3,5,False,False,524100.0
31,No,Sales,7,Postgraduate,Marketing,438,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Divorced,7547,7143,12,3,40,3,3,7,False,False,714200.0
32,No,Research & Development,2,Professional Certification,Medical,439,Dissatisfied,Female,Junior,Research Scientist,Very Satisfied,Single,5055,10557,16,3,40,0,2,7,False,False,1055600.0
28,Yes,Research & Development,2,Professional Certification,Medical,440,Dissatisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Married,3464,24737,13,3,40,4,2,3,False,False,2473600.0
30,No,Research & Development,28,Undergraduate,Medical,441,Very Satisfied,Female,Junior,Research Scientist,Very Satisfied,Married,5775,11934,13,3,40,2,3,10,False,False,1193300.0
31,No,Research & Development,7,Undergraduate,Life Sciences,442,Satisfied,Female,Mid-level,Manufacturing Director,Satisfied,Married,8943,14034,24,4,40,2,3,10,False,False,1403300.0
39,No,Research & Development,7,Undergraduate,Medical,444,Satisfied,Male,Executive,Manager,Very Satisfied,Married,19272,21141,15,3,40,2,3,21,False,False,2114000.0
39,Yes,Sales,3,Undergraduate,Medical,445,Very Satisfied,Female,Junior,Sales Executive,Satisfied,Married,5238,17778,18,3,40,3,2,1,False,False,1777700.0
33,No,Sales,10,Postgraduate,Marketing,446,Neutral,Male,Junior,Sales Executive,Very Satisfied,Single,4682,4317,14,3,40,6,2,7,False,False,431600.0
47,No,Research & Development,5,Other,Life Sciences,447,Very Satisfied,Male,Executive,Research Director,Satisfied,Married,18300,16375,11,3,40,2,3,3,False,False,1637400.0
43,No,Research & Development,10,Professional Certification,Life Sciences,448,Satisfied,Female,Junior,Laboratory Technician,Satisfied,Divorced,5257,6227,11,3,40,3,4,9,False,False,622600.0
27,No,Sales,1,High School,Marketing,449,Satisfied,Male,Junior,Sales Executive,Neutral,Married,6349,22107,13,3,40,0,3,5,False,False,2210600.0
54,No,Research & Development,20,Professional Certification,Life Sciences,450,Very Satisfied,Female,Junior,Research Scientist,Satisfied,Single,4869,16885,12,3,40,4,2,4,False,False,1688400.0
43,No,Research & Development,7,Postgraduate,Life Sciences,451,Satisfied,Female,Mid-level,Healthcare Representative,Dissatisfied,Married,9985,9262,16,3,40,1,2,1,False,False,926100.0
45,No,Research & Development,8,Professional Certification,Other,452,Very Satisfied,Male,Junior,Research Scientist,Very Satisfied,Married,3697,9278,14,3,40,3,3,10,False,False,927700.0
40,No,Sales,1,Undergraduate,Medical,453,Neutral,Male,Junior,Sales Executive,Very Satisfied,Married,7457,13273,22,4,40,2,2,4,False,False,1327200.0
29,Yes,Research & Development,8,Professional Certification,Other,454,Neutral,Male,Entry-Level,Laboratory Technician,Dissatisfied,Married,2119,4759,11,3,40,4,2,7,False,False,475800.0
29,No,Research & Development,9,Other,Other,455,Neutral,Male,Entry-Level,Laboratory Technician,Very Satisfied,Single,3983,7621,17,3,40,2,3,3,False,False,762000.0
30,No,Sales,5,Postgraduate,Marketing,456,Very Satisfied,Female,Junior,Sales Executive,Satisfied,Divorced,6118,5431,13,3,40,2,3,10,False,False,543000.0
27,No,Sales,8,Professional Certification,Marketing,458,Neutral,Female,Junior,Sales Executive,Neutral,Married,6214,3415,18,3,40,3,3,8,False,False,341400.0
37,No,Research & Development,5,Undergraduate,Medical,460,Very Satisfied,Male,Junior,Manufacturing Director,Very Satisfied,Divorced,6347,23177,16,3,40,2,2,6,False,False,2317600.0
38,No,Research & Development,15,Undergraduate,Life Sciences,461,Satisfied,Male,Mid-level,Research Director,Very Satisfied,Divorced,11510,15682,14,3,40,3,3,11,False,False,1568100.0
31,No,Research & Development,7,Professional Certification,Medical,462,Satisfied,Female,Mid-level,Manufacturing Director,Very Satisfied,Single,7143,25713,14,3,40,2,2,11,False,False,2571200.0
29,No,Sales,10,High School,Marketing,463,Very Satisfied,Female,Junior,Sales Executive,Neutral,Divorced,8268,11866,14,3,40,2,3,7,False,False,1186500.0
35,No,Research & Development,5,Professional Certification,Technical Degree,464,Satisfied,Male,Mid-level,Manufacturing Director,Neutral,Single,8095,18264,13,3,40,5,3,16,False,False,1826300.0
23,No,Research & Development,26,High School,Life Sciences,465,Satisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Divorced,2904,16092,12,3,40,2,2,4,True,False,1609100.0
41,No,Research & Development,6,Postgraduate,Medical,466,Very Satisfied,Male,Junior,Manufacturing Director,Neutral,Single,6032,10110,15,3,40,3,3,5,False,False,1010900.0
47,No,Sales,4,High School,Medical,467,Neutral,Male,Junior,Sales Representative,Satisfied,Single,2976,25751,19,3,40,3,3,0,False,False,2575000.0
42,No,Research & Development,23,Other,Life Sciences,468,Dissatisfied,Female,Senior,Research Director,Very Satisfied,Single,15992,15901,14,3,40,2,3,1,False,False,1590000.0
29,No,Sales,2,Postgraduate,Life Sciences,469,Very Satisfied,Male,Junior,Sales Executive,Satisfied,Married,4649,16928,14,3,40,3,2,4,False,False,1692700.0
42,No,Human Resources,2,High School,Technical Degree,470,Satisfied,Male,Entry-Level,Human Resources,Satisfied,Divorced,2696,24017,11,3,40,5,3,3,False,False,2401600.0
32,No,Research & Development,2,Postgraduate,Medical,471,Satisfied,Female,Entry-Level,Laboratory Technician,Neutral,Married,2370,3956,13,3,40,4,3,8,False,False,395500.0
48,No,Sales,29,High School,Medical,473,Dissatisfied,Female,Mid-level,Manager,Satisfied,Married,12504,23978,21,4,40,3,1,0,False,False,2397700.0
37,No,Research & Development,6,Postgraduate,Medical,474,Satisfied,Male,Junior,Research Scientist,Dissatisfied,Divorced,5974,17001,13,3,40,2,3,7,False,False,1700000.0
30,No,Sales,25,Undergraduate,Technical Degree,475,Very Satisfied,Female,Junior,Sales Executive,Satisfied,Married,4736,6069,12,3,40,2,4,2,False,False,606800.0
26,No,Sales,1,Postgraduate,Life Sciences,476,Satisfied,Male,Junior,Sales Executive,Satisfied,Married,5296,20156,17,3,40,3,3,8,False,False,2015500.0
42,No,Research & Development,2,Professional Certification,Other,477,Dissatisfied,Male,Junior,Healthcare Representative,Very Satisfied,Single,6781,17078,23,4,40,6,3,1,False,False,1707700.0
21,Yes,Sales,1,High School,Technical Degree,478,Dissatisfied,Female,Entry-Level,Sales Representative,Neutral,Single,2174,9150,11,3,40,3,3,3,True,False,914900.0
36,No,Sales,1,Other,Medical,479,Very Satisfied,Female,Junior,Sales Executive,Very Satisfied,Single,6653,15276,15,3,40,6,3,1,False,False,1527500.0
36,No,Sales,3,Professional Certification,Medical,481,Dissatisfied,Male,Mid-level,Sales Executive,Very Satisfied,Married,9699,7246,11,3,40,2,3,13,False,False,724500.0
57,No,Research & Development,1,Professional Certification,Medical,482,Very Satisfied,Male,Junior,Healthcare Representative,Satisfied,Married,6755,2967,11,3,40,2,3,3,False,True,296600.0
40,No,Research & Development,10,Professional Certification,Life Sciences,483,Very Satisfied,Female,Entry-Level,Laboratory Technician,Satisfied,Married,2213,22495,13,3,40,3,3,7,False,False,2249400.0
21,No,Sales,9,Undergraduate,Medical,484,Dissatisfied,Male,Entry-Level,Sales Representative,Very Satisfied,Single,2610,2851,24,4,40,3,2,3,True,False,285000.0
33,Yes,Sales,5,Postgraduate,Marketing,485,Very Satisfied,Female,Entry-Level,Sales Representative,Satisfied,Single,2851,9150,13,3,40,2,3,1,False,False,914900.0
37,No,Research & Development,10,Postgraduate,Medical,486,Satisfied,Female,Entry-Level,Laboratory Technician,Dissatisfied,Married,3452,17663,20,4,40,3,3,5,False,False,1766200.0
46,No,Research & Development,7,Professional Certification,Medical,487,Satisfied,Female,Junior,Manufacturing Director,Satisfied,Married,5258,16044,14,3,40,2,4,1,False,False,1604300.0
41,Yes,Sales,4,Postgraduate,Marketing,488,Dissatisfied,Male,Junior,Sales Executive,Neutral,Single,9355,9558,18,3,40,5,3,8,False,False,955700.0
50,No,Research & Development,10,Postgraduate,Technical Degree,491,Very Satisfied,Male,Mid-level,Healthcare Representative,Very Satisfied,Single,10496,2755,15,3,40,2,3,4,False,False,275400.0
40,Yes,Sales,22,Undergraduate,Marketing,492,Satisfied,Male,Junior,Sales Executive,Satisfied,Married,6380,6110,12,3,40,6,3,6,False,False,610900.0
31,No,Research & Development,9,Professional Certification,Life Sciences,493,Satisfied,Male,Entry-Level,Research Scientist,Neutral,Single,2657,7551,16,3,40,5,3,2,False,False,755000.0
21,Yes,Sales,12,Postgraduate,Life Sciences,494,Satisfied,Female,Entry-Level,Sales Representative,Neutral,Single,2716,25422,15,3,40,0,3,1,True,False,2542100.0
29,No,Research & Development,23,Postgraduate,Life Sciences,495,Very Satisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Single,2201,18168,16,3,40,4,3,3,False,False,1816700.0
35,No,Research & Development,9,Professional Certification,Life Sciences,496,Satisfied,Male,Junior,Healthcare Representative,Neutral,Single,6540,19394,19,3,40,5,3,1,False,False,1939300.0
27,No,Research & Development,1,Undergraduate,Medical,497,Very Satisfied,Male,Entry-Level,Laboratory Technician,Neutral,Divorced,3816,17881,11,3,40,2,3,5,False,False,1788000.0
28,No,Sales,9,Professional Certification,Life Sciences,498,Neutral,Male,Junior,Sales Executive,Very Satisfied,Single,5253,20750,16,3,40,1,3,7,False,False,2074900.0
49,No,Research & Development,7,Postgraduate,Other,499,Neutral,Male,Mid-level,Healthcare Representative,Satisfied,Single,10965,12066,24,4,40,2,3,5,False,False,1206500.0
51,No,Sales,14,Undergraduate,Life Sciences,500,Satisfied,Female,Junior,Sales Executive,Very Satisfied,Married,4936,14862,11,3,40,2,2,7,False,False,1486100.0
36,No,Research & Development,2,Postgraduate,Life Sciences,501,Very Satisfied,Female,Entry-Level,Research Scientist,Satisfied,Married,2543,11868,13,3,40,3,3,2,False,False,1186700.0
34,Yes,Sales,19,Postgraduate,Marketing,502,Dissatisfied,Male,Junior,Sales Executive,Very Satisfied,Single,5304,4652,13,3,40,3,2,5,False,False,465100.0
55,No,Research & Development,2,Postgraduate,Life Sciences,505,Satisfied,Female,Senior,Manager,Very Satisfied,Single,16659,23258,13,3,40,2,3,5,False,True,2325700.0
24,No,Sales,10,Professional Certification,Marketing,507,Very Satisfied,Female,Junior,Sales Executive,Satisfied,Divorced,4260,5915,12,3,40,2,4,5,True,False,591400.0
30,No,Sales,2,High School,Technical Degree,508,Satisfied,Male,Entry-Level,Sales Representative,Neutral,Married,2476,17434,18,3,40,3,3,1,False,False,1743300.0
26,Yes,Research & Development,3,High School,Technical Degree,510,Satisfied,Male,Entry-Level,Research Scientist,Dissatisfied,Single,3102,6582,22,4,40,2,3,6,False,False,658100.0
22,No,Research & Development,11,Postgraduate,Medical,511,Dissatisfied,Female,Entry-Level,Research Scientist,Neutral,Married,2244,24440,13,3,40,1,3,2,True,False,2443900.0
36,No,Sales,2,Undergraduate,Medical,513,Neutral,Male,Mid-level,Sales Executive,Satisfied,Married,7596,3809,13,3,40,2,3,10,False,False,380800.0
30,Yes,Research & Development,4,Postgraduate,Technical Degree,514,Satisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Single,2285,3427,23,4,40,4,3,1,False,False,342600.0
37,No,Research & Development,14,Postgraduate,Life Sciences,515,Very Satisfied,Female,Entry-Level,Laboratory Technician,Dissatisfied,Divorced,3034,26914,12,3,40,2,2,18,False,False,2691300.0
40,No,Sales,2,Undergraduate,Marketing,516,Very Satisfied,Female,Junior,Sales Executive,Neutral,Divorced,5715,22553,12,3,40,5,3,5,False,False,2255200.0
42,No,Research & Development,1,Professional Certification,Life Sciences,517,Neutral,Female,Entry-Level,Laboratory Technician,Dissatisfied,Divorced,2576,20490,16,3,40,5,3,5,False,False,2048900.0
37,No,Research & Development,10,Professional Certification,Life Sciences,518,Satisfied,Male,Junior,Manufacturing Director,Neutral,Single,4197,21123,12,3,40,2,2,1,False,False,2112200.0
43,No,Research & Development,12,Postgraduate,Life Sciences,520,Dissatisfied,Male,Senior,Research Director,Neutral,Divorced,14336,4345,11,3,40,3,3,25,False,False,434400.0
40,No,Research & Development,2,Postgraduate,Medical,521,Neutral,Female,Junior,Laboratory Technician,Satisfied,Married,3448,13436,22,4,40,3,3,1,False,False,1343500.0
54,No,Research & Development,5,Undergraduate,Medical,522,Dissatisfied,Male,Executive,Research Director,Dissatisfied,Married,19406,8509,11,3,40,4,2,4,False,False,850800.0
34,No,Sales,4,Professional Certification,Marketing,523,Satisfied,Female,Junior,Sales Executive,Satisfied,Married,6538,12740,15,3,40,3,3,3,False,False,1273900.0
31,No,Research & Development,7,Undergraduate,Medical,524,Neutral,Female,Junior,Manufacturing Director,Dissatisfied,Married,4306,4156,12,3,40,5,1,13,False,False,415500.0
43,No,Research & Development,21,Postgraduate,Medical,525,Very Satisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Married,2258,15238,20,4,40,1,3,3,False,False,1523700.0
43,No,Research & Development,8,Professional Certification,Other,526,Satisfied,Female,Junior,Healthcare Representative,Satisfied,Divorced,4522,2227,14,3,40,3,3,5,False,False,222600.0
25,No,Sales,4,Undergraduate,Life Sciences,527,Neutral,Female,Junior,Sales Executive,Very Satisfied,Single,4487,12090,11,3,40,3,3,5,True,False,1208900.0
37,No,Research & Development,25,Other,Medical,529,Neutral,Female,Junior,Research Scientist,Satisfied,Married,4449,23866,15,3,40,2,3,13,False,False,2386500.0
31,No,Research & Development,1,Undergraduate,Life Sciences,530,Very Satisfied,Male,Entry-Level,Laboratory Technician,Dissatisfied,Married,2218,16193,12,3,40,3,3,4,False,False,1619200.0
39,No,Research & Development,1,High School,Life Sciences,531,Neutral,Male,Executive,Manager,Satisfied,Divorced,19197,8213,14,3,40,3,3,21,False,False,821200.0
56,No,Sales,6,Postgraduate,Life Sciences,532,Satisfied,Female,Senior,Sales Executive,Dissatisfied,Married,13212,18256,11,3,40,0,2,7,False,True,1825500.0
30,No,Sales,12,Postgraduate,Technical Degree,533,Neutral,Female,Junior,Sales Executive,Satisfied,Single,6577,19558,11,3,40,6,3,5,False,False,1955700.0
41,No,Sales,1,Postgraduate,Marketing,534,Neutral,Male,Mid-level,Sales Executive,Dissatisfied,Married,8392,19566,16,3,40,2,3,10,False,False,1956500.0
28,No,Research & Development,17,Undergraduate,Medical,536,Satisfied,Male,Junior,Laboratory Technician,Dissatisfied,Divorced,4558,13535,12,3,40,2,3,10,False,False,1353400.0
25,Yes,Research & Development,3,Postgraduate,Medical,538,Dissatisfied,Male,Entry-Level,Laboratory Technician,Dissatisfied,Married,4031,9396,13,3,40,5,3,2,True,False,939500.0
52,No,Research & Development,3,Postgraduate,Medical,543,Very Satisfied,Male,Mid-level,Manufacturing Director,Satisfied,Married,7969,19609,14,3,40,4,3,5,False,False,1960800.0
45,No,Research & Development,10,Undergraduate,Life Sciences,544,Dissatisfied,Male,Entry-Level,Research Scientist,Very Satisfied,Married,2654,9655,21,4,40,3,2,2,False,False,965400.0
52,No,Research & Development,4,Undergraduate,Life Sciences,546,Very Satisfied,Female,Senior,Manager,Very Satisfied,Married,16555,10310,13,3,40,2,1,5,False,False,1030900.0
42,No,Research & Development,29,Undergraduate,Life Sciences,547,Dissatisfied,Female,Junior,Research Scientist,Satisfied,Divorced,4556,12932,11,3,40,3,3,5,False,False,1293100.0
30,No,Research & Development,2,Postgraduate,Life Sciences,548,Satisfied,Female,Junior,Manufacturing Director,Very Satisfied,Single,6091,24793,20,4,40,2,3,5,False,False,2479200.0
60,No,Research & Development,7,Postgraduate,Life Sciences,549,Dissatisfied,Female,Executive,Manager,Dissatisfied,Married,19566,3854,11,3,40,5,1,29,False,True,385300.0
46,No,Research & Development,18,Postgraduate,Medical,550,Satisfied,Female,Junior,Manufacturing Director,Satisfied,Divorced,4810,26314,14,3,40,5,2,10,False,False,2631300.0
42,No,Research & Development,28,Professional Certification,Technical Degree,551,Very Satisfied,Female,Junior,Healthcare Representative,Very Satisfied,Married,4523,4386,11,3,40,4,4,6,False,False,438500.0
24,Yes,Sales,1,High School,Technical Degree,554,Dissatisfied,Female,Entry-Level,Sales Representative,Neutral,Single,3202,21972,16,3,40,4,3,5,True,False,2197100.0
34,Yes,Sales,6,Undergraduate,Marketing,555,Very Satisfied,Female,Entry-Level,Sales Representative,Satisfied,Divorced,2351,12253,16,3,40,3,2,2,False,False,1225200.0
38,No,Research & Development,2,Undergraduate,Life Sciences,556,Very Satisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Married,1702,12106,23,4,40,3,3,1,False,False,1210500.0
40,No,Sales,2,Professional Certification,Life Sciences,558,Satisfied,Female,Executive,Manager,Satisfied,Married,18041,13022,14,3,40,2,3,20,False,False,1302100.0
26,No,Research & Development,23,Postgraduate,Life Sciences,560,Dissatisfied,Female,Entry-Level,Research Scientist,Very Satisfied,Divorced,2886,3032,22,4,40,3,1,3,False,False,303100.0
30,No,Research & Development,3,Postgraduate,Life Sciences,562,Satisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Married,2097,16734,15,3,40,3,1,5,False,False,1673300.0
29,No,Research & Development,3,Professional Certification,Medical,564,Neutral,Male,Mid-level,Research Director,Satisfied,Married,11935,21526,18,3,40,2,3,10,False,False,2152500.0
29,Yes,Research & Development,25,Other,Technical Degree,565,Satisfied,Female,Entry-Level,Research Scientist,Neutral,Married,2546,18300,16,3,40,2,4,2,False,False,1829900.0
19,Yes,Human Resources,2,Undergraduate,Technical Degree,566,Dissatisfied,Male,Entry-Level,Human Resources,Very Satisfied,Single,2564,18437,12,3,40,3,4,1,True,False,1843600.0
30,No,Sales,22,Professional Certification,Other,567,Satisfied,Female,Mid-level,Sales Executive,Dissatisfied,Married,8412,2890,11,3,40,3,3,9,False,False,288900.0
57,No,Sales,29,Postgraduate,Marketing,568,Dissatisfied,Male,Senior,Manager,Very Satisfied,Divorced,14118,22102,12,3,40,3,2,1,False,True,2210100.0
50,No,Research & Development,29,Professional Certification,Life Sciences,569,Neutral,Male,Senior,Manager,Satisfied,Married,17046,9314,15,3,40,2,3,27,False,False,931300.0
30,No,Research & Development,2,Postgraduate,Medical,571,Satisfied,Female,Entry-Level,Laboratory Technician,Very Satisfied,Single,2564,7181,14,3,40,2,2,11,False,False,718000.0
60,No,Sales,28,Postgraduate,Marketing,573,Satisfied,Female,Mid-level,Sales Executive,Dissatisfied,Married,10266,2845,19,3,40,5,4,18,False,True,284400.0
47,No,Research & Development,2,Undergraduate,Medical,574,Dissatisfied,Female,Junior,Manufacturing Director,Very Satisfied,Divorced,5070,7389,13,3,40,2,3,5,False,False,738800.0
46,No,Research & Development,2,Postgraduate,Life Sciences,575,Dissatisfied,Male,Senior,Research Director,Satisfied,Married,17861,2288,13,3,40,2,1,3,False,False,228700.0
35,No,Research & Development,22,Postgraduate,Life Sciences,577,Very Satisfied,Male,Entry-Level,Laboratory Technician,Satisfied,Single,4230,19225,15,3,40,2,3,5,False,False,1922400.0
54,No,Research & Development,8,Professional Certification,Life Sciences,578,Satisfied,Female,Junior,Laboratory Technician,Satisfied,Single,3780,23428,11,3,40,3,3,1,False,False,2342700.0
34,No,Research & Development,2,Professional Certification,Life Sciences,579,Very Satisfied,Male,Entry-Level,Research Scientist,Satisfied,Divorced,2768,8416,12,3,40,3,3,7,False,False,841500.0
46,No,Sales,10,Postgraduate,Marketing,580,Satisfied,Female,Mid-level,Sales Executive,Very Satisfied,Married,9071,11563,19,3,40,3,3,3,False,False,1156200.0
31,No,Research & Development,9,High School,Life Sciences,581,Satisfied,Male,Mid-level,Manufacturing Director,Neutral,Divorced,10648,14394,25,4,40,6,4,13,False,False,1439300.0
33,Yes,Research & Development,15,High School,Medical,582,Neutral,Male,Mid-level,Manager,Satisfied,Married,13610,24619,12,3,40,2,4,7,False,False,2461800.0
33,Yes,Research & Development,10,High School,Medical,584,Dissatisfied,Male,Entry-Level,Laboratory Technician,Very Satisfied,Divorced,3408,6705,13,3,40,2,3,4,False,False,670400.0
30,No,Sales,7,High School,Marketing,585,Very Satisfied,Male,Entry-Level,Sales Representative,Neutral,Single,2983,18398,14,3,40,3,3,3,False,False,1839700.0
35,No,Research & Development,16,Postgraduate,Life Sciences,586,Very Satisfied,Male,Mid-level,Healthcare Representative,Satisfied,Married,7632,14295,12,3,40,2,3,8,False,False,1429400.0
31,Yes,Research & Development,20,Postgraduate,Life Sciences,587,Dissatisfied,Male,Mid-level,Healthcare Representative,Satisfied,Married,9824,22908,12,3,40,2,3,1,False,False,2290700.0
34,Yes,Human Resources,23,Postgraduate,Human Resources,590,Neutral,Female,Mid-level,Human Resources,Dissatisfied,Divorced,9950,11533,15,3,40,2,3,3,False,False,1153200.0
42,No,Research & Development,5,Undergraduate,Other,591,Neutral,Male,Entry-Level,Laboratory Technician,Satisfied,Married,2093,9260,17,3,40,4,3,2,False,False,925900.0
36,No,Sales,10,Professional Certification,Medical,592,Neutral,Male,Mid-level,Sales Executive,Very Satisfied,Single,9980,15318,14,3,40,3,2,10,False,False,1531700.0
22,Yes,Research & Development,4,High School,Technical Degree,593,Satisfied,Male,Entry-Level,Laboratory Technician,Satisfied,Single,3894,9129,16,3,40,3,3,2,True,False,912800.0
48,No,Sales,2,Other,Marketing,595,Neutral,Female,Junior,Sales Executive,Very Satisfied,Married,4051,19658,14,3,40,2,3,9,False,False,1965700.0
55,No,Sales,18,Other,Life Sciences,597,Dissatisfied,Female,Senior,Manager,Neutral,Single,16835,9873,23,4,40,2,3,10,False,True,987200.0
41,No,Sales,10,Undergraduate,Life Sciences,599,Very Satisfied,Male,Junior,Sales Executive,Very Satisfied,Single,6230,13430,14,3,40,3,3,14,False,False,1342900.0
35,No,Sales,1,Postgraduate,Marketing,600,Neutral,Male,Junior,Sales Executive,Satisfied,Married,4717,18659,11,3,40,2,3,11,False,False,1865800.0
40,No,Research & Development,6,Postgraduate,Life Sciences,601,Neutral,Female,Senior,Manufacturing Director,Satisfied,Single,13237,20364,15,3,40,3,3,20,False,False,2036300.0
39,No,Research & Development,8,High School,Life Sciences,602,Satisfied,Female,Entry-Level,Laboratory Technician,Satisfied,Married,3755,17872,11,3,40,3,3,8,False,False,1787100.0
31,No,Sales,2,High School,Life Sciences,604,Neutral,Male,Junior,Sales Executive,Very Satisfied,Single,6582,8346,13,3,40,2,4,6,False,False,834500.0
42,No,Research & Development,24,Postgraduate,Medical,605,Very Satisfied,Male,Mid-level,Manufacturing Director,Dissatisfied,Married,7406,6950,21,4,40,5,2,10,False,False,694900.0
45,No,Sales,2,Postgraduate,Other,606,Very Satisfied,Male,Junior,Sales Executive,Neutral,Married,4805,16177,19,3,40,3,4,8,False,False,1617600.0
